"Referencia","Descricao","Valor","DataCriacao"
"114.884",MUNHÃO PROPEEK GM PARAFUSO REMOV 6.0X4.5,105.00,2025-08-26 02:26:11.550
"114.885",MUNHÃO PROPEEK GM PARAFUSO REMOV 6.0X5.5,105.00,2025-08-26 02:26:11.550
"114.886",MUNHAO CR EM PEEK REGULAR ALT 1.5,149.00,2025-08-26 02:26:11.220
"114.887",MUNHAO CR EM PEEK REGULAR ALT 2.5,149.00,2025-08-26 02:26:11.403
"114.888",MUNHAO CR EM PEEK ESTREITO ALT 1.5,149.00,2025-08-26 02:26:11.220
"114.889",MUNHAO CR EM PEEK ESTREITO ALT 2.5,149.00,2025-08-26 02:26:11.403
"114.890",MUNHÃO PROPEEK CM 4.5X0.8,94.00,2025-08-26 02:26:11.950
"114.891",MUNHÃO PROPEEK CM 4.5X1.5,94.00,2025-08-26 02:26:11.950
"114.892",MUNHÃO PROPEEK CM 4.5X2.5,94.00,2025-08-26 02:26:11.950
"114.893",MUNHÃO PROPEEK CM 4.5X3.5,94.00,2025-08-26 02:26:11.950
"114.894",MUNHÃO PROPEEK CM 4.5X4.5,94.00,2025-08-26 02:26:11.950
"114.895",MUNHÃO PROPEEK CM 4.5X5.5,94.00,2025-08-26 02:26:11.950
"114.896",MUNHÃO PROPEEK CM 6.0X0.8,94.00,2025-08-26 02:26:11.950
"114.897",MUNHÃO PROPEEK CM 6.0X1.5,94.00,2025-08-26 02:26:11.950
"114.898",MUNHÃO PROPEEK CM 6.0X2.5,94.00,2025-08-26 02:26:11.950
"114.899",MUNHÃO PROPEEK CM 6.0X3.5,94.00,2025-08-26 02:26:11.950
"114.900",MUNHÃO PROPEEK CM 6.0X4.5,94.00,2025-08-26 02:26:11.950
"114.901",MUNHÃO PROPEEK CM 6.0X5.5,94.00,2025-08-26 02:26:11.950
"114.902",MUNHAO UNIV CLICK NGM EXACT 3.3X4X0.8,189.00,2025-08-26 02:26:11.523
"114.903",MUNHAO UNIV CLICK NGM EXACT 3.3X4X1.5,189.00,2025-08-26 02:26:11.450
"114.904",MUNHAO UNIV CLICK NGM EXACT 3.3X4X2.5,189.00,2025-08-26 02:26:11.450
"114.905",MUNHAO UNIV CLICK NGM EXACT 3.3X4X3.5,189.00,2025-08-26 02:26:11.526
"114.906",MUNHAO UNIV CLICK NGM EXACT 3.3X6X0.8,189.00,2025-08-26 02:26:11.526
"114.907",MUNHAO UNIV CLICK NGM EXACT 3.3X6X1.5,189.00,2025-08-26 02:26:11.526
"114.908",MUNHAO UNIV CLICK NGM EXACT 3.3X6X2.5,189.00,2025-08-26 02:26:11.450
"114.909",MUNHAO UNIV CLICK NGM EXACT 3.3X6X3.5,189.00,2025-08-26 02:26:11.526
"114.910",MUNHAO UNIV 17 CLICK NGM EXACT 3.3X4X1.5,259.00,2025-08-26 02:26:11.573
"114.911",MUNHAO UNIV 17 CLICK NGM EXACT 3.3X4X2.5,259.00,2025-08-26 02:26:11.573
"114.912",MUNHAO UNIV 17 CLICK NGM EXACT 3.3X4X3.5,259.00,2025-08-26 02:26:11.573
"114.913",MUNHAO UNIV 17 CLICK NGM EXACT 3.3X6X1.5,259.00,2025-08-26 02:26:11.573
"114.914",MUNHAO UNIV 17 CLICK NGM EXACT 3.3X6X2.5,259.00,2025-08-26 02:26:11.573
"114.915",MUNHAO UNIV 17 CLICK NGM EXACT 3.3X6X3.5,259.00,2025-08-26 02:26:11.573
"114.916",MUNHÃO CR DE ZIRCONIA ESTREITO ALT3.5,379.00,2025-08-26 02:26:11.603
"114.917",MUNHÃO CR DE ZIRCONIA ESTREITO ALT4.5,379.00,2025-08-26 02:26:11.603
"114.918",MUNHÃO CR DE ZIRCONIA REGULAR ALT3.5,379.00,2025-08-26 02:26:11.603
"114.919",MUNHÃO CR DE ZIRCONIA REGULAR ALT4.5,379.00,2025-08-26 02:26:11.603
"114.920",MUNHAO CR 17G ZIRCONIA ESTREITO ALT3.5,379.00,2025-08-26 02:26:11.603
"114.922",MUNHÃO CR 17G DE ZIRCONIA REGULAR ALT3.5,379.00,2025-08-26 02:26:11.606
"114.924",MUNHÃO CR EM PEEK REGULAR ALT 3.5,149.00,2025-08-26 02:26:11.606
"114.925",MUNHÃO CR EM PEEK REGULAR ALT 4.5,149.00,2025-08-26 02:26:11.606
"114.926",MUNHÃO CR EM PEEK ESTREITO ALT 3.5,149.00,2025-08-26 02:26:11.606
"114.927",MUNHÃO CR EM PEEK ESTREITO ALT 4.5,149.00,2025-08-26 02:26:11.606
"1140",COSMOS PLUS CROWN & BRIDGE A1 - 250 G,2280.00,2025-08-26 02:26:12.546
"1141",COSMOS PLUS CROWN & BRIDGE A1 - 500 G,3580.00,2025-08-26 02:26:12.546
"1143",COSMOS PLUS CROWN & BRIDGE A1 - 500 G,559.00,2025-08-26 02:26:12.546
"1144",COSMOS PLUS CROWN & BRIDGE B1 - 250 G,2280.00,2025-08-26 02:26:12.546
"1145",COSMOS PLUS CROWN & BRIDGE B1 - 500 G,3580.00,2025-08-26 02:26:12.546
"1147",COSMOS PLUS FULL ARCH Bleach - 500 G,559.00,2025-08-26 02:26:12.546
"1148",COSMOS PLUS CROWN & BRIDGE A2 - 250 G,2280.00,2025-08-26 02:26:12.546
"1149",COSMOS PLUS CROWN & BRIDGE A2 - 500 G,3580.00,2025-08-26 02:26:12.546
"115.001",CONICAL ABUTMENT,104.00,2025-08-26 02:26:11.950
"115.002",CONICAL ABUTMENT,104.00,2025-08-26 02:26:11.950
"115.003",CONICAL ABUTMENT,104.00,2025-08-26 02:26:11.950
"115.007",PILAR CONICO 5.0 ALT.1,162.00,2025-08-26 02:26:12.253
"115.008",PILAR CONICO 5.0 ALT.2,162.00,2025-08-26 02:26:12.253
"115.009",PILAR CONICO 5.0 ALT.3,162.00,2025-08-26 02:26:12.253
"115.010",PILAR CONICO RHI 4.0 ALT. 2***,75.00,2025-08-26 02:26:11.950
"115.012",PILAR CONICO RHI 4.0 ALT. 4***,75.00,2025-08-26 02:26:11.950
"115.013",PILAR CONICO RHI 4.0 ALT. 5***,75.00,2025-08-26 02:26:11.950
"115.018",HEXAGONAL ABUTMENT,73.00,2025-08-26 02:26:11.950
"115.019",PILAR SEXTAVADO 4.1 ALT. 2***,73.00,2025-08-26 02:26:11.950
"115.023",PILAR TRANSEPITELIAL 4.1 ALT.3,165.00,2025-08-26 02:26:11.416
"115.024",PILAR TRANSEPITELIAL 4.1 ALT.4,165.00,2025-08-26 02:26:11.416
"115.025",PILAR TRANSEPITELIAL 4.1 ALT.5,165.00,2025-08-26 02:26:11.420
"115.026",PILAR TRANSEPITELIAL 4.1 ALT.6,160.00,2025-08-26 02:26:11.826
"115.034",MINI CONICAL ABUTMENT,101.00,2025-08-26 02:26:11.950
"115.035",MINI CONICAL ABUTMENT,101.00,2025-08-26 02:26:11.950
"115.036",MINI CONICAL ABUTMENT,101.00,2025-08-26 02:26:11.950
"115.037",MINI CONICAL ABUTMENT,101.00,2025-08-26 02:26:11.950
"115.038",MINI CONICAL ABUTMENT,101.00,2025-08-26 02:26:11.950
"115.039",MINI CONICAL ABUTMENT,101.00,2025-08-26 02:26:11.950
"115.040",MINI CONICAL ABUTMENT,101.00,2025-08-26 02:26:11.950
"115.041",MINI CONICAL ABUTMENT,101.00,2025-08-26 02:26:11.950
"115.051",PILAR CONICO 4.3 ALT.1,162.00,2025-08-26 02:26:12.253
"115.052",PILAR CONICO 4.3 ALT.2,162.00,2025-08-26 02:26:12.253
"115.053",PILAR CONICO 4.3 ALT.3,162.00,2025-08-26 02:26:12.253
"115.054",MINI PILAR CONICO 4.3 ALT.1,170.00,2025-08-26 02:26:11.233
"115.055",MINI PILAR CONICO 4.3 ALT.2,170.00,2025-08-26 02:26:11.233
"115.056",MINI PILAR CONICO 4.3 ALT.3,170.00,2025-08-26 02:26:11.233
"115.057",MINI PILAR CONICO 4.3 ALT.4,162.00,2025-08-26 02:26:12.256
"115.058",MINI PILAR CONICO 4.3 ALT.5,112.00,2025-08-26 02:26:11.826
"115.059",MINI CONICAL ABUTMENT,101.00,2025-08-26 02:26:11.950
"115.066",MINI PILAR CONICO II 4.3 ALT.1,138.00,2025-08-26 02:26:11.950
"115.067",MINI PILAR CONICO II 4.3 ALT.2,138.00,2025-08-26 02:26:11.950
"115.068",MINI PILAR CONICO II 4.3 ALT.3,138.00,2025-08-26 02:26:11.950
"115.069",MINI PILAR CONICO II 4.3 ALT.4,138.00,2025-08-26 02:26:11.950
"115.070",MINI PILAR CONICO II 4.3 ALT.5,138.00,2025-08-26 02:26:11.950
"115.074",MINI PILAR CONICO ANG.17 4.1 ALT.3,235.00,2025-08-26 02:26:11.416
"115.075",MINI PILAR CON. ANG.17 4.1 ALT.4,235.00,2025-08-26 02:26:11.416
"115.076",MINI PILAR CON. ANG.17 4.3 ALT.2,235.00,2025-08-26 02:26:11.416
"115.077",MINI PILAR CON. ANG.17 4.3 ALT.3,235.00,2025-08-26 02:26:11.416
"115.078",MINI PILAR CON. ANG.17 4.3 ALT.4,224.00,2025-08-26 02:26:12.256
"115.079",PILAR SEXTAVADO II 4.3 ALT. 1***,104.00,2025-08-26 02:26:11.950
"115.084",MINI PILAR CON. ANG.17 4.1 ALT.2,235.00,2025-08-26 02:26:11.416
"115.085",MINI PILAR CONICO II 5.0 ALT.1,138.00,2025-08-26 02:26:11.950
"115.086",MINI PILAR CONICO II 5.0 ALT.2,138.00,2025-08-26 02:26:11.950
"115.087",MINI PILAR CONICO II 5.0 ALT.3,138.00,2025-08-26 02:26:11.950
"115.088",PILAR CONICO 3.3 ALT.1,162.00,2025-08-26 02:26:12.253
"115.089",PILAR CONICO 3.3 ALT.2,154.00,2025-08-26 02:26:11.796
"115.090",PILAR CONICO 3.3 ALT.3,154.00,2025-08-26 02:26:11.796
"115.094",MINI PILAR CONICO ANG.17 5.0 ALT.2,235.00,2025-08-26 02:26:11.416
"115.095",MINI PILAR CONICO ANG.17  5.0 ALT.3,235.00,2025-08-26 02:26:11.416
"115.096",MINI PILAR CONICO ANG.17  5.0 ALT.4,224.00,2025-08-26 02:26:12.256
"115.097",PILAR CONICO II 4.3 ALT.1,107.00,2025-08-26 02:26:11.950
"115.098",PILAR CONICO II 4.3 ALT.2,107.00,2025-08-26 02:26:11.950
"115.099",PILAR CONICO II 4.3 ALT.3,107.00,2025-08-26 02:26:11.950
"115.100",PILAR CONICO II 5.0 ALT.1,107.00,2025-08-26 02:26:11.950
"115.101",PILAR CONICO II 5.0 ALT.2,107.00,2025-08-26 02:26:11.950
"115.102",PILAR CONICO II 5.0 ALT.3,107.00,2025-08-26 02:26:11.950
"115.103",PILAR CON ANGULADO II 17 GRAUS 4.3 ALT.2,160.00,2025-08-26 02:26:11.950
"115.104",PILAR CONICO ANGULADO II 17 GR 4.3 ALT3,160.00,2025-08-26 02:26:11.950
"115.105",PILAR CONICO ANGULADO II 17 GR 4.3 ALT4,160.00,2025-08-26 02:26:11.950
"115.106",RHI MINI CONICAL ABUTMENT,107.00,2025-08-26 02:26:11.953
"115.107",MINI CONICAL ABUTMENT RHI,107.00,2025-08-26 02:26:11.953
"115.111",MINI PILAR CONICO ANG.30  4.3 ALT.3,235.00,2025-08-26 02:26:11.416
"115.112",MINI PILAR CONICO ANG.30  4.3 ALT.4,224.00,2025-08-26 02:26:12.256
"115.113",MINI PILAR CONICO ANG.30  4.3 ALT.5,179.00,2025-08-26 02:26:12.256
"115.115",NEOPRONTO CONICAL ABUTMENT,107.00,2025-08-26 02:26:11.953
"115.134",MINI PILAR CONICO 3.3 ALT.1,170.00,2025-08-26 02:26:11.233
"115.135",MINI PILAR CONICO 3.3 ALT.2,170.00,2025-08-26 02:26:11.233
"115.136",MINI PILAR CONICO 3.3 ALT.3,170.00,2025-08-26 02:26:11.233
"115.137",MINI PILAR CONICO ANG.17  3.3 ALT.2,235.00,2025-08-26 02:26:11.416
"115.138",MINI PILAR CON. ANG.17  3.3 ALT.3,235.00,2025-08-26 02:26:11.416
"115.139",MINI PILAR CON. ANG.17  3.3 ALT.4,235.00,2025-08-26 02:26:11.416
"115.140",MINI PILAR CON. ANG.30  4.1 ALT.3,235.00,2025-08-26 02:26:11.416
"115.141",MINI PILAR CON. ANG.30  4.1 ALT.4,235.00,2025-08-26 02:26:11.416
"115.142",MINI PILAR CON. ANG.30  4.1 ALT.5,188.00,2025-08-26 02:26:11.510
"115.143",MINI PILAR CON. ANG.30  5.0 ALT.3,235.00,2025-08-26 02:26:11.416
"115.144",MINI PILAR CON. ANG.30  5.0 ALT.4,235.00,2025-08-26 02:26:11.416
"115.145",MINI PILAR CON. ANG.30  5.0 ALT.5,179.00,2025-08-26 02:26:12.256
"115.146",NEOPRONTO CONICAL ABUTMENT,117.00,2025-08-26 02:26:11.953
"115.147",PILAR CM ALT.1.5,239.00,2025-08-26 02:26:11.223
"115.148",PILAR CM ALT.2.5,239.00,2025-08-26 02:26:11.223
"115.149",MINI PILAR CONICO CM ALT.1.5,228.00,2025-08-26 02:26:11.223
"115.150",MINI PILAR CONICO CM ALT.2.5,228.00,2025-08-26 02:26:11.226
"115.151",MINI PILAR CONICO CM ALT. 3.5,228.00,2025-08-26 02:26:11.226
"115.152",PILAR CM ALT.3.5,239.00,2025-08-26 02:26:11.223
"115.153",MINI PILAR CONICO CM ALT. 4.5,228.00,2025-08-26 02:26:11.226
"115.154",MINI PILAR CONICO CM ALT. 0.8,228.00,2025-08-26 02:26:11.226
"115.155",MINI PILAR CONICO II PLUS ALT.1,206.00,2025-08-26 02:26:11.510
"115.156",MINI PILAR CONICO II PLUS ALT.2,206.00,2025-08-26 02:26:11.510
"115.157",MINI PILAR CONICO II PLUS ALT.3,186.00,2025-08-26 02:26:11.826
"115.158",MINI PILAR CONICO II PLUS ALT.4,186.00,2025-08-26 02:26:11.826
"115.159",MINI PILAR CONICO II PLUS ALT.5,141.00,2025-08-26 02:26:11.953
"115.160",MINI PILAR CONICO CM ALT. 5.5,228.00,2025-08-26 02:26:11.226
"115.161",MINI PILAR CONICO CM ALT. 6.5,228.00,2025-08-26 02:26:11.306
"115.162",PILAR CM ALT.0.8,239.00,2025-08-26 02:26:11.223
"115.163",PILAR CM ALT.4.5,239.00,2025-08-26 02:26:11.223
"115.164",PILAR CM ALT.5.5,239.00,2025-08-26 02:26:11.223
"115.165",PILAR CM ALT.6.5,239.00,2025-08-26 02:26:11.223
"115.166",MINI PILAR CONICO ANG.CM 17  ALT.1.5,270.00,2025-08-26 02:26:11.403
"115.167",MINI PILAR CON. ANG.CM 17 ALT.2.5,270.00,2025-08-26 02:26:11.403
"115.168",MINI PILAR CON. ANG.CM 17  ALT.3.5,270.00,2025-08-26 02:26:11.403
"115.169",MINI PILAR CON. ANG.CM 30  ALT.1.5,270.00,2025-08-26 02:26:11.406
"115.170",MINI PILAR CON. ANG.CM 30  ALT.2.5,270.00,2025-08-26 02:26:11.406
"115.171",MINI PILAR CON. ANG.CM 30  ALT.3.5,270.00,2025-08-26 02:26:11.406
"115.172",PILAR TRANSEPITELIAL ZIGOMATICO CM ALT.3,264.00,2025-08-26 02:26:11.406
"115.173",PILAR TRANSEPITELIAL ZIGOMATICO CM ALT.4,264.00,2025-08-26 02:26:11.406
"115.174",PILAR TRANSEPITELIAL ZIGOMATICO CM ALT.5,235.00,2025-08-26 02:26:12.250
"115.175",PILAR TRANSEPITELIAL ZIGOMATICO CM ALT.6,235.00,2025-08-26 02:26:12.250
"115.176",MINI PILAR CONICO WS ALT. 0.8,228.00,2025-08-26 02:26:11.360
"115.177",MINI PILAR CONICO WS ALT. 1.5,228.00,2025-08-26 02:26:11.360
"115.178",MINI PILAR CONICO WS ALT. 2.5,228.00,2025-08-26 02:26:11.360
"115.179",MINI PILAR CONICO WS ALT. 3.5,228.00,2025-08-26 02:26:11.360
"115.180",PILAR WS ALT.0.8,222.00,2025-08-26 02:26:11.456
"115.181",PILAR WS ALT.1.5,222.00,2025-08-26 02:26:11.456
"115.182",PILAR WS ALT.2.5,222.00,2025-08-26 02:26:11.456
"115.183",PILAR WS ALT.3.5,222.00,2025-08-26 02:26:11.456
"115.184",PILAR CONICO II PLUS ALT.1,196.00,2025-08-26 02:26:12.260
"115.185",PILAR CONICO II PLUS ALT.2,196.00,2025-08-26 02:26:12.260
"115.186",PILAR CONICO II PLUS ALT.3,196.00,2025-08-26 02:26:12.260
"115.187",MINI PILAR CONICO SF 4.1 ALT.1,170.00,2025-08-26 02:26:11.233
"115.188",MINI PILAR CONICO SF 4.1 ALT.2,170.00,2025-08-26 02:26:11.233
"115.189",MINI PILAR CONICO SF 4.1 ALT.3,170.00,2025-08-26 02:26:11.233
"115.190",MINI PILAR CONICO SF 4.1 ALT.4,170.00,2025-08-26 02:26:11.233
"115.191",MINI PILAR CONICO SF 4.1 ALT.5,170.00,2025-08-26 02:26:11.416
"115.192",PILAR CONICO SF 4.1 ALT.1,162.00,2025-08-26 02:26:12.253
"115.193",PILAR CONICO SF 4.1 ALT.2,162.00,2025-08-26 02:26:12.253
"115.194",PILAR CONICO SF 4.1 ALT.3,162.00,2025-08-26 02:26:12.253
"115.196",WS MINI CONICAL ABUTMENT,145.00,2025-08-26 02:26:11.953
"115.197",MINI PILAR CONICO SF 5.0 ALT.1,170.00,2025-08-26 02:26:11.236
"115.198",MINI PILAR CONICO SF 5.0 ALT.2,170.00,2025-08-26 02:26:11.236
"115.199",MINI PILAR CONICO SF 5.0 ALT.3,170.00,2025-08-26 02:26:11.236
"115.200",MICRO PILAR CM ALT. 1.5,216.00,2025-08-26 02:26:11.223
"115.201",MICRO PILAR CM ALT. 2.5,216.00,2025-08-26 02:26:11.223
"115.202",MICRO PILAR CM ALT. 3.5,216.00,2025-08-26 02:26:11.223
"115.203",PILAR CON.ANG.II PLUS 17  ALT.2,235.00,2025-08-26 02:26:11.510
"115.204",PILAR CON.ANG.II PLUS 17°ALT.3,224.00,2025-08-26 02:26:12.260
"115.205",PILAR CON.ANG.II PLUS 17°ALT.4,206.00,2025-08-26 02:26:12.260
"115.206",MINI PILAR CON.ANG.CM EXACT 17°ALT.1.5,312.00,2025-08-26 02:26:11.406
"115.207",MINI PILAR CON.ANG.CM EXACT 17°ALT.2.5,312.00,2025-08-26 02:26:11.620
"115.208",MINI PILAR CON.ANG.CM EXACT 17°ALT.3.5,312.00,2025-08-26 02:26:11.406
"115.209",MINI PILAR CON.ANG.CM EXACT 30°ALT.1.5,312.00,2025-08-26 02:26:11.406
"115.210",MINI PILAR CON.ANG.CM EXACT 30°ALT.2.5,312.00,2025-08-26 02:26:11.406
"115.211",MINI PILAR CON.ANG.CM EXACT 30°ALT.3.5,312.00,2025-08-26 02:26:11.406
"115.212",MICRO PILAR CM ALT. 0.8,216.00,2025-08-26 02:26:11.223
"115.213",MICRO PILAR CM ALT. 4.5,216.00,2025-08-26 02:26:11.223
"115.215",MICRO PILAR FACILITY ALT. 1.5,212.00,2025-08-26 02:26:11.306
"115.216",MICRO PILAR FACILITY ALT. 2.5,212.00,2025-08-26 02:26:11.306
"115.217",MICRO PILAR FACILITY ALT. 3.5,212.00,2025-08-26 02:26:11.306
"115.222",CM  MINI CONICAL ABUTMENT 45,160.00,2025-08-26 02:26:11.953
"115.223",CM  MINI CONICAL ABUTMENT 45,160.00,2025-08-26 02:26:11.953
"115.224",MICRO PILAR FACILITY ALT. 4.5,212.00,2025-08-26 02:26:11.306
"115.234",WS  MINI CONICAL ABUTMENT 17,160.00,2025-08-26 02:26:11.953
"115.235",WS  MINI CONICAL ABUTMENT 17,170.00,2025-08-26 02:26:11.953
"115.237",PILAR GM 4.8 EXACT ALT. 0.8,235.00,2025-08-26 02:26:11.310
"115.238",PILAR GM 4.8 EXACT ALT. 1.5,235.00,2025-08-26 02:26:11.310
"115.239",PILAR GM 4.8 EXACT ALT. 2.5,235.00,2025-08-26 02:26:11.310
"115.240",PILAR GM 4.8 EXACT ALT. 3.5,235.00,2025-08-26 02:26:11.310
"115.241",PILAR GM 4.8 EXACT ALT. 4.5,235.00,2025-08-26 02:26:11.310
"115.242",PILAR GM 4.8 EXACT ALT. 5.5,224.00,2025-08-26 02:26:12.253
"115.243",MINI PILAR CONICO GM ALT. 0.8,224.00,2025-08-26 02:26:11.226
"115.244",MINI PILAR CONICO GM ALT. 1.5,224.00,2025-08-26 02:26:11.226
"115.245",MINI PILAR CONICO GM ALT. 2.5,224.00,2025-08-26 02:26:11.226
"115.246",MINI PILAR CONICO GM ALT. 3.5,224.00,2025-08-26 02:26:11.226
"115.247",MINI PILAR CONICO GM ALT. 4.5,224.00,2025-08-26 02:26:11.226
"115.248",MINI PILAR CONICO GM ALT. 5.5,224.00,2025-08-26 02:26:11.226
"115.249",MINI PILAR CON.ANG.GM EXACT 17°ALT.1.5,300.00,2025-08-26 02:26:11.310
"115.250",MINI PILAR CON.ANG.GM EXACT 17°ALT.2.5,300.00,2025-08-26 02:26:11.310
"115.251",MINI PILAR CON.ANG.GM EXACT 17°ALT.3.5,300.00,2025-08-26 02:26:11.310
"115.252",MINI PILAR CON.ANG.GM EXACT 30°ALT.1.5,300.00,2025-08-26 02:26:11.310
"115.253",MINI PILAR CON.ANG.GM EXACT 30°ALT.2.5,300.00,2025-08-26 02:26:11.310
"115.254",MINI PILAR CON.ANG.GM EXACT 30°ALT.3.5,300.00,2025-08-26 02:26:11.310
"115.255",MICRO PILAR GM ALT. 0.8,212.00,2025-08-26 02:26:11.310
"115.256",MICRO PILAR GM ALT. 1.5,212.00,2025-08-26 02:26:11.310
"115.257",MICRO PILAR GM ALT. 2.5,212.00,2025-08-26 02:26:11.310
"115.258",MICRO PILAR GM ALT. 3.5,212.00,2025-08-26 02:26:11.310
"115.259",MICRO PILAR GM ALT. 4.5,212.00,2025-08-26 02:26:11.310
"115.260",MICRO PILAR GM ALT. 5.5,212.00,2025-08-26 02:26:11.310
"115.261",PILAR GM 3.5 EXACT ALT. 0.8,197.00,2025-08-26 02:26:11.826
"115.262","GM Exact Abutm,Ti,3.5X1.5",197.00,2025-08-26 02:26:11.826
"115.263","GM Exact Abutm,Ti,3.5X2.5",197.00,2025-08-26 02:26:11.826
"115.264","GM Exact Abutm,Ti,3.5X3.5",197.00,2025-08-26 02:26:11.826
"115.265","GM Exact Abutm,Ti,3.5X4.5",197.00,2025-08-26 02:26:11.826
"115.266","GM Exact Abutm,Ti,3.5X5.5",197.00,2025-08-26 02:26:11.826
"115.267",Mini Pilar Con Ang Gm Exact 45g Ti 1.5,306.00,2025-08-26 02:26:11.410
"115.268",Mini Pilar Con Ang Gm Exact 45g Ti 2.5,306.00,2025-08-26 02:26:11.226
"115.269",PILAR GM 4.8 PARAF REMOVIVEL ALT 0.8,235.00,2025-08-26 02:26:11.550
"115.270",PILAR GM 4.8 PARAF REMOVIVEL ALT 1.5,235.00,2025-08-26 02:26:11.550
"115.271",PILAR GM 4.8 PARAF REMOVIVEL ALT 2.5,235.00,2025-08-26 02:26:11.550
"115.272",PILAR GM 4.8 PARAF REMOVIVEL ALT 3.5,235.00,2025-08-26 02:26:11.550
"115.273",PILAR GM 4.8 PARAF REMOVIVEL ALT 4.5,235.00,2025-08-26 02:26:11.550
"115.274",PILAR GM 4.8 PARAF REMOVIVEL ALT 5.5,224.00,2025-08-26 02:26:12.253
"115.275",MINI PILAR CONICO GM 17 PARAFUSO REM 1.5,300.00,2025-08-26 02:26:11.500
"115.276",MINI PILAR CONICO GM 17 PARAFUSO REM 2.5,300.00,2025-08-26 02:26:11.500
"115.277",MINI PILAR CONICO GM 17 PARAFUSO REM 3.5,300.00,2025-08-26 02:26:11.500
"115.278",MINI PILAR CONICO GM 30 PARAFUSO REM 1.5,300.00,2025-08-26 02:26:11.500
"115.279",MINI PILAR CONICO GM 30 PARAFUSO REM 2.5,300.00,2025-08-26 02:26:11.500
"115.280",MINI PILAR CONICO GM 30 PARAFUSO REM 3.5,300.00,2025-08-26 02:26:11.500
"115.281",MINI PILAR CONICO GM 45 PARAFUSO REM 1.5,306.00,2025-08-26 02:26:11.500
"115.282",MINI PILAR CONICO GM 45 PARAFUSO REM 2.5,306.00,2025-08-26 02:26:11.500
"115.285",MINI PILAR CON ANG GM EXACT 60 GRAUS 1.5,458.00,2025-08-26 02:26:11.410
"115.286",MINI PILAR CON ANG GM EXACT 60 GRAUS 2.5,458.00,2025-08-26 02:26:11.410
"115.287",MICRO PILAR NGM 0.8,212.00,2025-08-26 02:26:11.523
"115.288",MICRO PILAR NGM 1.5,212.00,2025-08-26 02:26:11.523
"115.289",MICRO PILAR NGM 2.5,212.00,2025-08-26 02:26:11.523
"115.290",MICRO PILAR NGM 3.5,212.00,2025-08-26 02:26:11.523
"115.291",MINI PILAR CONICO HS 0.2,224.00,2025-08-26 02:26:11.556
"115.292",MINI PILAR CONICO HS 1.5,224.00,2025-08-26 02:26:11.556
"115.293",MINI PILAR CONICO HS 2.5,224.00,2025-08-26 02:26:11.556
"115.294",MINI PILAR CONICO HS 3.5,224.00,2025-08-26 02:26:11.556
"115.295",MINI PILAR CONICO HS 4.5,224.00,2025-08-26 02:26:11.560
"115.296",MINI PILAR CONICO HS 17G 0.6,224.00,2025-08-26 02:26:11.556
"115.297",MINI PILAR CONICO HS 17G 1.5,224.00,2025-08-26 02:26:11.556
"115.298",MINI PILAR CONICO HS 17G 2.5,224.00,2025-08-26 02:26:11.556
"115.299",MINI PILAR CONICO HS 17G 3.5,224.00,2025-08-26 02:26:11.556
"115.300",MINI PILAR CONICO ANGUL GM EXACT 52G 1.5,458.00,2025-08-26 02:26:11.550
"115.301",MINI PILAR CONICO ANGUL GM EXACT 52G 2.5,458.00,2025-08-26 02:26:11.550
"115.302",MINI PILAR CON ANG GM EXACT 45G SLIM 1.5,306.00,2025-08-26 02:26:11.500
"115.303",MINI PILAR CON ANG GM EXACT 45G SLIM 2.5,306.00,2025-08-26 02:26:11.550
"1151",COSMOS PLUS CROWN & BRIDGE A1 - 250 G,559.00,2025-08-26 02:26:12.546
"1152",COSMOS PLUS CROWN & BRIDGE A3 - 250 G,2280.00,2025-08-26 02:26:12.546
"1153",COSMOS PLUS CROWN & BRIDGE A3 - 500 G,3580.00,2025-08-26 02:26:12.546
"1155",COSMOS PLUS CROWN & BRIDGE A2 - 250 G,559.00,2025-08-26 02:26:12.546
"1156",COSMOS PLUS CROWN & BRIDGE Bleach - 250,2280.00,2025-08-26 02:26:12.546
"1156901-STM",Fuse slow blow 3.15A/250V Mini Mix,37.00,2025-08-26 02:26:11.890
"115690-STM","Fuse, milling machine (T 3.15 A / 250 V)",16.00,2025-08-26 02:26:12.156
"1157",COSMOS PLUS CROWN & BRIDGE Bleach - 500,3580.00,2025-08-26 02:26:12.546
"1158",COSMOS PLUS COMPOSITE CLEANING SOLUTION,220.00,2025-08-26 02:26:12.546
"1159",COSMOS PLUS CASTABLE - 1000 G,533.00,2025-08-26 02:26:12.546
"116.001",PARAFUSO SEXTAVADO EM TITANIO 3.3,36.00,2025-08-26 02:26:11.363
"116.002",PARAFUSO SEXTAVADO EM TITANIO 4.1 e 4.3,36.00,2025-08-26 02:26:11.363
"116.003",PARAFUSO SEXTAVADO EM TITANIO 5.0,36.00,2025-08-26 02:26:11.363
"116.004",PARAF.TITANIO CILIN.PILAR CON.4.1,36.00,2025-08-26 02:26:11.363
"116.004-ET",PARAF.TITANIO CILIN.PILAR CON.4.1,30.00,2025-08-26 02:26:12.230
"116.005",PARAF.TITANIO CILIN.PILAR CON.5.0,36.00,2025-08-26 02:26:11.363
"116.007",PARO DO PIL CON ANG 17e30 GRAUS 4.1e4.3,14.00,2025-08-26 02:26:11.953
"116.017",PARAFUSO DO PILAR CONICO 4.1 E 4.3 ALT.1,43.00,2025-08-26 02:26:11.953
